Transaction_ID,Account_Number,Security_ID,Trade_Date,Settlement_Date,Quantity,Price,Trade_Amount,Status,Currency_Code
TRX0001115,8072358343,SEC00119,10/28/2024,10/30/2024,3628,36.17,131224.76,Settled,AUD
TRX0001116,4094903423,SEC00042,12/6/2024,12/8/2024,9,125.94,1133.46,Settled,INR
TRX0001117,2536454719,SEC00058,6/19/2025,6/20/2025,1985,352.16,699037.6,Settled,CAD
TRX0001118,9880739888,SEC00120,9/8/2025,9/10/2025,48,406.95,19533.6,Settled,EUR
TRX0001119,3191475196,SEC00031,11/9/2024,11/11/2024,4911,19.54,95960.94,Settled,USD
TRX0001120,5410656411,SEC00015,4/2/2025,4/4/2025,2506,438.3,1098379.8,Settled,JPY
TRX0001121,2161153451,SEC00167,11/10/2024,11/12/2024,2185,96.13,210044.05,Settled,EUR
TRX0001122,9673413748,SEC00174,8/12/2025,8/14/2025,396,38.59,15281.64,Settled,CAD
TRX0001123,6387619490,SEC00015,5/11/2025,5/12/2025,3953,490.65,1939539.45,Settled,COP
TRX0001124,3276346579,SEC00135,3/28/2025,3/30/2025,3845,456.46,1755088.7,Settled,BRL
TRX0001125,6132143455,SEC00079,11/18/2024,11/20/2024,4417,248.87,1099258.79,Settled,CAD
TRX0001126,4486448117,SEC00164,9/24/2024,9/26/2024,1014,489.04,495886.56,Settled,CAD
TRX0001127,4629486200,SEC00134,11/29/2024,12/1/2024,909,199.29,181154.61,Settled,BRL
TRX0001128,3481367606,SEC00057,1/13/2025,,4615,326.2,1505413,Settled,GBP
TRX0001129,0535027729,SEC00128,6/11/2025,6/12/2025,1609,109.68,176475.12,Settled,GBP
TRX0001130,9449587068,SEC00025,10/20/2024,10/21/2024,4866,152.52,742162.32,Settled,CLP
TRX0001131,3029967115,SEC00152,6/2/2025,6/4/2025,2335,144.1,336473.5,Pending,CAD
TRX0001132,5918990428,SEC00145,3/31/2025,4/2/2025,3218,108.46,349024.28,Settled,INR
TRX0001133,9573532540,SEC00060,8/20/2025,8/22/2025,4607,55.53,255826.71,Settled,AED
TRX0001134,5777959399,SEC00145,4/27/2025,4/28/2025,4349,98.38,427854.62,Failed,EUR
TRX0001135,3831555659,SEC00083,12/17/2024,12/19/2024,759,163.66,124217.94,Settled,EUR
TRX0001136,9857469145,SEC00073,12/20/2024,12/22/2024,4800,170.84,820032,Settled,BRL
TRX0001137,3276346579,SEC00176,5/21/2025,5/23/2025,4898,101.13,495334.74,Settled,BRL
TRX0001138,7895169156,SEC00035,9/12/2024,9/14/2024,2170,137.2,297724,Settled,USD
TRX0001139,7580564091,SEC00150,9/10/2025,,961,155.69,149618.09,Failed,ARS
TRX0001140,7679101165,SEC00143,2/28/2025,3/1/2025,2752,63.99,176100.48,Settled,GBP
TRX0001141,9857469145,SEC00052,10/27/2024,10/29/2024,3957,441.16,1745670.12,Pending,BRL
TRX0001142,3984325187,SEC00078,10/21/2024,10/23/2024,2254,343.38,773978.52,Settled,MXN
TRX0001143,9656872032,SEC00168,2/7/2025,2/9/2025,2274,290.05,659573.7,Settled,CLP
TRX0001144,9238857784,SEC00034,5/4/2025,5/6/2025,4054,437.57,1773908.78,Settled,BRL
TRX0001145,9998051929,SEC00062,5/20/2025,5/22/2025,788,18.42,14514.96,Settled,ARS
TRX0001146,5823297184,SEC00146,9/25/2024,9/27/2024,3300,56.57,186681,Settled,COP
TRX0001147,6368750560,SEC00105,5/26/2025,5/27/2025,388,472.11,183178.68,Settled,GBP
TRX0001148,3467086399,SEC00021,6/16/2025,6/17/2025,3871,174.59,675837.89,Settled,COP
TRX0001149,4109484060,SEC00073,12/23/2024,12/24/2024,2265,364.57,825751.05,Failed,COP
TRX0001150,4577382571,SEC00063,6/5/2025,6/6/2025,1223,427.41,522722.43,Settled,MXN
TRX0001151,4526468425,SEC00171,1/29/2025,1/31/2025,3343,239.77,801551.11,Settled,
TRX0001152,2536454719,SEC00064,8/2/2025,,3878,222.74,863785.72,Settled,CAD
TRX0001153,8893931311,SEC00082,1/26/2025,1/28/2025,4213,44.14,185961.82,Pending,GBP
TRX0001154,3424259616,SEC00096,11/12/2024,11/14/2024,2351,123.72,290865.72,Settled,INR
TRX0001155,5999185367,SEC00130,4/23/2025,,2199,97.7,214842.3,Settled,BRL
TRX0001156,1431374480,SEC00002,1/15/2025,1/17/2025,290,75.16,21796.4,Settled,USD
TRX0001157,9167007335,SEC00067,2/22/2025,2/24/2025,3731,306.61,1143961.91,Pending,SGD
TRX0001158,1649906505,SEC00028,10/7/2024,10/9/2024,3551,130.38,462979.38,Settled,AUD
TRX0001159,5586537760,SEC00118,4/20/2025,4/22/2025,805,458.15,368810.75,Settled,SGD
TRX0001160,6618860954,SEC00176,1/15/2025,1/17/2025,4423,373.23,1650796.29,Settled,CLP
TRX0001161,5907854904,SEC00147,5/18/2025,5/20/2025,1736,319.53,554704.08,Settled,CAD
TRX0001162,70623991775,SEC00001,11/27/2024,11/29/2024,2274,143.68,326728.32,Settled,INR
TRX0001163,8561035185,SEC00019,10/8/2024,10/10/2024,2628,308.95,811920.6,Settled,JPY
TRX0001164,6132143455,SEC00064,7/26/2025,7/28/2025,4600,265.37,1220702,Settled,CAD
TRX0001165,0336763879,SEC00020,1/22/2025,1/24/2025,4073,272.9,1111521.7,Settled,BRL
TRX0001166,0458697149,SEC00052,2/10/2025,,2026,466.12,944359.12,Settled,EUR
TRX0001167,5884584840,SEC00023,3/14/2025,3/16/2025,2406,254.15,611484.9,Settled,ARS
TRX0001168,3523377867,SEC00020,2/19/2025,2/21/2025,2686,285.25,766181.5,Settled,ARS
TRX0001169,2137236364,SEC00093,11/29/2024,11/30/2024,222,199.27,44237.94,Settled,BRL
TRX0001170,6387619490,SEC00176,9/13/2024,9/15/2024,4748,38.42,182418.16,Settled,COP
TRX0001171,1669540043,SEC00014,2/16/2025,2/18/2025,3767,328.09,1235915.03,Settled,AUD
TRX0001172,5110621371,SEC00048,1/2/2025,,4615,293.07,1352518.05,Settled,BRL
TRX0001173,9294184840,SEC00014,8/30/2025,8/31/2025,814,375.05,305290.7,Settled,ARS
TRX0001174,4009850939,SEC00128,10/31/2024,11/2/2024,2271,9.4,21347.4,Settled,ZAR
TRX0001175,1555315257,SEC00175,12/21/2024,,2511,91.55,229882.05,Settled,CAD
TRX0001176,2107797516,SEC00156,11/19/2024,11/21/2024,3396,379.24,1287899.04,Settled,INR
TRX0001177,9550762049,SEC00152,2/18/2025,2/20/2025,2162,231.85,501259.7,Settled,ZAR
TRX0001178,6352621837,SEC00149,8/31/2025,9/2/2025,3648,297.76,1086228.48,Settled,CAD
TRX0001179,07532956617,SEC00174,2/7/2025,2/9/2025,2895,340.8,986616,Pending,AUD
TRX0001180,4798701236,SEC00011,1/31/2025,2/2/2025,4703,8.94,42044.82,Settled,ARS
TRX0001181,0545022332,SEC00162,6/2/2025,6/4/2025,2503,276.64,692429.92,Settled,ZAR
TRX0001182,3124340837,SEC00151,2/23/2025,2/25/2025,1373,352.31,483721.63,Failed,EUR
TRX0001183,1286174002,SEC00037,12/28/2024,12/30/2024,2011,207.58,417443.38,Settled,SGD
TRX0001184,5586537760,SEC00134,6/25/2025,6/27/2025,4544,150.39,683372.16,Settled,SGD
TRX0001185,5918990428,SEC00106,4/21/2025,4/23/2025,3700,413.45,1529765,Pending,INR
TRX0001186,9821733085,SEC00136,2/5/2025,2/7/2025,54,78.85,4257.9,Pending,MXN
TRX0001187,7431616934,SEC00094,2/19/2025,2/21/2025,2125,215.11,457108.75,Settled,USD
TRX0001188,1840926161,SEC00109,9/14/2024,9/16/2024,1508,328.3,495076.4,Settled,BRL
TRX0001189,0262195478,SEC00098,6/11/2025,6/13/2025,3877,365.95,1418788.15,Settled,CAD
TRX0001190,4775998622,SEC00154,1/6/2025,1/8/2025,627,474.84,297724.68,Settled,INR
TRX0001191,7223735132,SEC00090,5/20/2025,5/22/2025,3151,140.08,441392.08,Settled,INR
TRX0001192,0988943330,SEC00145,9/19/2025,10/29/2024,4431,387.82,1718430.42,Settled,AED
TRX0001193,8182787645,SEC00089,4/18/2025,4/20/2025,1467,221.82,325409.94,Settled,CAD
TRX0001194,0535027729,SEC00094,1/17/2025,1/19/2025,2167,348.24,754636.08,Settled,GBP
TRX0001195,1277826289,SEC00148,5/28/2025,5/30/2025,2597,111.73,290162.81,Settled,CAD
TRX0001196,1582334592,SEC00043,1/7/2025,1/9/2025,1938,75.72,146745.36,Settled,EUR
TRX0001197,4266101208,SEC00001,6/16/2025,6/18/2025,3013,430.07,1295800.91,Settled,INR
TRX0001198,4564215158,SEC00049,7/11/2025,7/13/2025,546,197.52,107845.92,Settled,COP
TRX0001199,5384839942,SEC00132,1/7/2025,1/9/2025,1125,221.61,249311.25,Settled,ARS
TRX0001200,0811786170,SEC00167,5/17/2025,5/19/2025,3460,111.22,384821.2,Settled,CLP
TRX0001201,3787183452,SEC00023,4/27/2025,4/28/2025,4444,249.92,1110644.48,Settled,SGD
TRX0001202,0998552643,SEC00040,8/3/2025,8/4/2025,900,355.37,319833,Settled,BRL
TRX0001203,8405644021,SEC00081,1/14/2025,1/16/2025,4397,341.56,1501839.32,Settled,MXN
TRX0001204,1185687973,SEC00009,6/30/2025,7/2/2025,603,194.31,117168.93,Settled,AUD
TRX0001205,6476100912,SEC00014,7/27/2025,7/28/2025,1620,374.66,606949.2,Settled,GBP
TRX0001206,6181663846,SEC00127,8/13/2025,8/15/2025,4949,81.31,402403.19,Settled,ARS
TRX0001207,10699606,SEC00005,12/21/2024,12/22/2024,3305,171.34,566278.7,Settled,EUR
TRX0001208,3424259616,SEC00098,11/29/2024,12/1/2024,1605,144.06,231216.3,Settled,INR
TRX0001209,3787183452,SEC00104,6/15/2025,6/17/2025,3310,126.2,417722,Settled,SGD
TRX0001210,1669540043,SEC00135,4/30/2025,5/2/2025,3903,362.46,1414681.38,Settled,AUD
TRX0001211,1582334592,SEC00051,4/30/2025,5/2/2025,1993,27.62,55046.66,Pending,EUR
TRX0001212,3647832611,SEC00024,4/17/2025,,4669,400.54,1870121.26,Settled,EUR
TRX0001213,6536197238,SEC00058,4/17/2025,4/18/2025,4001,345.87,1383825.87,Settled,ARS
TRX0001214,4384115669,SEC00054,12/4/2024,12/5/2024,3092,490.34,1516131.28,Settled,BRL
TRX0001215,2186894135,SEC00023,12/4/2024,12/6/2024,2162,122.25,264304.5,Settled,AED
TRX0001216,6778995956,SEC00160,1/21/2025,1/22/2025,1115,80.38,89623.7,Settled,CLP
TRX0001217,5384839942,SEC00140,3/8/2025,3/10/2025,1056,5.61,5924.16,Settled,ARS
TRX0001218,0319342783,SEC00121,1/25/2025,1/27/2025,2904,311,903144,Failed,AUD
TRX0001219,6181663846,SEC00020,4/28/2025,4/30/2025,844,436.53,368431.32,Settled,ARS
TRX0001220,7553621743,SEC00052,4/12/2025,4/14/2025,300,104.93,31479,Settled,AUD
TRX0001221,1052956184,SEC00166,7/5/2025,,536,112.74,60428.64,Pending,EUR
TRX0001222,4493797887,SEC00080,1/3/2025,1/5/2025,1225,167.07,204660.75,Settled,EUR
TRX0001223,3124340837,SEC00097,5/1/2025,5/3/2025,1013,52.45,53131.85,Settled,EUR
TRX0001224,8206576626,SEC00153,9/14/2024,9/15/2024,1337,178.32,238413.84,Settled,AED
TRX0001225,2607714195,SEC00144,4/17/2025,4/19/2025,4584,236.1,1082282.4,Settled,COP
TRX0001226,5823297184,SEC00141,1/18/2025,1/20/2025,1694,331.8,562069.2,Settled,COP
TRX0001227,3961121170,SEC00147,6/18/2025,6/20/2025,4693,220.35,1034102.55,Settled,EUR
TRX0001228,9160661010,SEC00044,6/21/2025,6/23/2025,4204,202.02,849292.08,Settled,GBP
TRX0001229,4629486200,SEC00153,12/6/2024,12/8/2024,386,363.39,140268.54,Failed,BRL
TRX0001230,4526468425,SEC00056,11/22/2024,11/24/2024,4284,243.87,1044739.08,Failed,
TRX0001231,5533580292,SEC00171,9/30/2025,4/21/2025,2979,420.13,1251567.27,Settled,JPY
TRX0001232,4919134244,SEC00003,7/29/2025,7/31/2025,1617,304.99,493168.83,Settled,CAD
TRX0001233,3428565653,SEC00117,2/17/2025,2/19/2025,3652,13.74,50178.48,Settled,EUR
TRX0001234,2161153451,SEC00086,7/19/2025,7/21/2025,4258,262.87,1119300.46,Failed,EUR
TRX0001235,8403425025,SEC00155,12/7/2024,12/8/2024,991,95.86,94997.26,Settled,COP
TRX0001236,3428565653,SEC00015,8/25/2025,8/27/2025,3815,76.22,290779.3,Settled,EUR
TRX0001237,7593586857,SEC00111,4/2/2025,4/4/2025,1990,499.45,993905.5,Settled,INR
TRX0001238,9449587068,SEC00089,7/4/2025,7/6/2025,4153,490.14,2035551.42,Settled,CLP
TRX0001239,1052956184,SEC00057,8/3/2025,8/5/2025,2109,61.02,128691.18,Settled,EUR
TRX0001240,3255380450,SEC00134,3/31/2025,4/2/2025,1374,275.27,378220.98,Settled,SGD
TRX0001241,8206576626,SEC00018,3/16/2025,3/18/2025,278,81.43,22637.54,Settled,AED
TRX0001242,9482461287,SEC00116,2/17/2025,,725,256.96,186296,Settled,EUR
TRX0001243,9488906079,SEC00145,9/27/2024,9/29/2024,1788,252.09,450736.92,Settled,ARS
TRX0001244,0236281353,SEC00069,1/15/2025,1/17/2025,4711,492.17,2318612.87,Settled,EUR
TRX0001245,1582334592,SEC00142,12/2/2024,12/4/2024,2374,175.65,416993.1,Settled,EUR
TRX0001246,0800785553,SEC00039,5/31/2025,6/2/2025,2071,208.93,432694.03,Settled,AED
TRX0001247,7122368529,SEC00103,9/30/2024,,405,392.18,158832.9,Settled,USD
TRX0001248,0299802690,SEC00119,2/10/2025,,4151,206.7,858011.7,Failed,JPY
TRX0001249,8893931311,SEC00137,9/27/2025,6/17/2025,2255,497.42,1121682.1,Settled,GBP
TRX0001250,1775483909,SEC00120,4/2/2025,4/4/2025,4504,414.13,1865241.52,Settled,USD
TRX0001251,3744034462,SEC00092,12/5/2024,12/7/2024,2816,12.38,34862.08,Settled,INR
TRX0001252,8571542948,SEC00142,6/10/2025,6/12/2025,4127,83.19,343325.13,Settled,MXN
TRX0001253,7895169156,SEC00023,4/10/2025,4/11/2025,2550,86.7,221085,Settled,USD
TRX0001254,9998051929,SEC00084,6/12/2025,,3767,59.24,223157.08,Settled,ARS
TRX0001255,6321313554,SEC00149,11/16/2024,11/17/2024,3007,27.83,83684.81,Settled,INR
TRX0001256,2585512452,SEC00063,5/24/2025,5/26/2025,3113,216.39,673622.07,Settled,JPY
TRX0001257,1788866676,SEC00086,6/29/2025,7/1/2025,2763,220.3,608688.9,Settled,SGD
TRX0001258,8501617122,SEC00117,6/23/2025,,4583,150.52,689833.16,Failed,AUD
TRX0001259,7816273452,SEC00162,12/1/2024,12/3/2024,1800,250.52,450936,Settled,ARS
TRX0001260,7212660845,SEC00009,9/26/2024,9/28/2024,1703,311.12,529837.36,Pending,BRL
TRX0001261,6368750560,SEC00164,4/5/2025,4/7/2025,3724,166.26,619152.24,Pending,GBP
TRX0001262,5777959399,SEC00126,10/10/2024,10/12/2024,4479,447.25,2003232.75,Settled,EUR
TRX0001263,8757247002,SEC00033,9/30/2024,10/2/2024,3292,237.49,781817.08,Settled,BRL
TRX0001264,2343829484,SEC00050,10/4/2024,10/6/2024,2100,295.18,619878,Settled,GBP
TRX0001265,6068941037,SEC00092,2/25/2025,2/27/2025,4890,469.82,2297419.8,Settled,ZAR
TRX0001266,5341339581,SEC00024,7/25/2025,7/27/2025,2076,367.01,-761912.76,Failed,MXN
TRX0001267,9238857784,SEC00071,12/29/2024,12/31/2024,3731,166.57,621472.67,Settled,BRL
TRX0001268,8379370294,SEC00065,7/14/2025,7/15/2025,3128,24.38,76260.64,Settled,ARS
TRX0001269,7553621743,SEC00052,9/29/2024,10/1/2024,3017,252.6,762094.2,Settled,AUD
TRX0001270,6377891353,SEC00136,3/23/2025,3/25/2025,2759,2.6,7173.4,Settled,EUR
TRX0001271,8558277529,SEC00165,5/15/2025,5/17/2025,623,12.3,7662.9,Settled,GBP
TRX0001272,7212660845,SEC00065,3/24/2025,3/25/2025,1569,304.6,477917.4,Pending,BRL
TRX0001273,1286174002,SEC00096,5/18/2025,5/20/2025,828,440.3,364568.4,Settled,SGD
TRX0001274,7580564091,SEC00005,9/2/2025,9/4/2025,1342,376.9,505799.8,Settled,ARS
TRX0001275,1649906505,SEC00065,3/29/2025,3/31/2025,3467,85.94,297953.98,Settled,AUD
TRX0001276,3961121170,SEC00177,2/26/2025,2/28/2025,3205,26.99,86502.95,Settled,EUR
TRX0001277,4147727879,SEC00024,8/17/2025,8/19/2025,3719,226.14,841014.66,Settled,JPY
TRX0001278,0505551351,SEC00074,12/10/2024,,3811,202.97,773518.67,Settled,CLP
TRX0001279,0458697149,SEC00008,2/22/2025,2/24/2025,3044,147.13,447863.72,Settled,EUR
TRX0001280,8808246308,SEC00130,10/26/2024,10/28/2024,1725,50.28,86733,Settled,JPY
TRX0001281,3481367606,SEC00007,10/19/2024,10/21/2024,3996,69.68,278441.28,Settled,GBP
TRX0001282,3831555659,SEC00034,9/13/2024,9/15/2024,458,400.32,183346.56,Settled,EUR
TRX0001283,8186619211,SEC00092,8/12/2025,8/14/2025,1638,356.53,583996.14,Settled,INR
TRX0001284,1144743190,SEC00145,4/28/2025,4/30/2025,1978,219.37,433913.86,Pending,USD
TRX0001285,0796492088,SEC00108,4/6/2025,4/8/2025,4864,153.67,747450.88,Failed,MXN
TRX0001286,3198597434,SEC00011,12/16/2024,12/18/2024,4309,255.19,1099613.71,Settled,CLP
TRX0001287,1680881909,SEC00008,11/24/2024,11/26/2024,3491,240.17,838433.47,Settled,USD
TRX0001288,1680881909,SEC00163,10/4/2024,10/6/2024,197,376.11,74093.67,Settled,USD
TRX0001289,0087222265,SEC00081,7/28/2025,7/30/2025,1761,213.89,376660.29,Settled,CAD
TRX0001290,0811786170,SEC00095,11/21/2024,11/23/2024,1651,78.28,129240.28,Settled,CLP
TRX0001291,5907854904,SEC00147,7/13/2025,7/15/2025,1842,164.61,303211.62,Settled,CAD
TRX0001292,6216507956,SEC00037,10/28/2024,10/30/2024,4584,478.21,2192114.64,Settled,EUR
TRX0001293,1185687973,SEC00115,7/10/2025,7/11/2025,2058,378.48,778911.84,Settled,AUD
TRX0001294,9559473277,SEC00015,4/10/2025,4/11/2025,3713,365.97,-1358846.61,Settled,ARS
TRX0001295,8187875277,SEC00060,8/27/2025,8/29/2025,4847,189.81,920009.07,Failed,CAD
TRX0001296,6439813326,SEC00123,11/23/2024,11/25/2024,892,277.86,247851.12,Settled,AUD
TRX0001297,5533580292,SEC00012,1/2/2025,1/4/2025,3699,224.73,831276.27,Pending,JPY
TRX0001298,1114217757,SEC00056,7/23/2025,7/25/2025,4710,292.16,1376073.6,Settled,CLP
TRX0001299,4775925612,SEC00031,9/8/2025,9/10/2025,1586,47.19,74843.34,Settled,CAD
TRX0001300,4147727879,SEC00048,4/2/2025,4/4/2025,3766,168.39,634156.74,Settled,JPY
TRX0001301,2637704414,SEC00167,9/16/2024,9/18/2024,189,147.98,27968.22,Settled,CAD
TRX0001302,3647832611,SEC00167,11/18/2024,11/20/2024,1899,126.21,239672.79,Settled,EUR
TRX0001303,8560397578,SEC00119,1/16/2025,1/18/2025,3469,198.63,689047.47,Settled,AUD
TRX0001304,7669456980,SEC00069,9/26/2024,,180,164.74,29653.2,Settled,EUR
TRX0001305,2403927449,SEC00178,10/13/2024,10/15/2024,4258,21.54,91717.32,Settled,COP
TRX0001306,8571542948,SEC00057,3/25/2025,3/27/2025,732,460.69,337225.08,Settled,MXN
TRX0001307,2585512452,SEC00075,11/4/2024,11/5/2024,1719,371.54,638677.26,Settled,JPY
TRX0001308,9420341057,SEC00095,2/22/2025,2/24/2025,804,388.03,311976.12,Settled,CLP
TRX0001309,3467086399,SEC00041,6/1/2025,6/2/2025,3329,139.29,463696.41,Settled,COP
TRX0001310,1185687973,SEC00060,5/24/2025,5/25/2025,212,291.63,61825.56,Settled,AUD
TRX0001311,7897282127,SEC00042,1/27/2025,1/28/2025,348,374.62,130367.76,Settled,MXN
TRX0001312,8269772884,SEC00074,6/17/2025,,1019,376.83,383989.77,Settled,ZAR
TRX0001313,0319342783,SEC00051,5/7/2025,,1479,298.22,441067.38,Settled,AUD
TRX0001314,7580564091,SEC00109,5/7/2025,5/8/2025,1819,322.66,-586918.54,Pending,ARS
TRX0001315,2007565470,SEC00108,7/18/2025,,711,442.36,314517.96,Settled,USD
TRX0001316,1330689191,SEC00125,12/7/2024,12/8/2024,2139,414.28,886144.92,Settled,COP
TRX0001317,2607714195,SEC00006,4/17/2025,,727,16.08,11690.16,Pending,COP
TRX0001318,1637844022,SEC00117,10/6/2024,10/8/2024,3251,128.56,417948.56,Settled,ARS
TRX0001319,3114464700,SEC00145,11/29/2024,11/30/2024,1009,348.66,351797.94,Settled,CLP
TRX0001320,7747684458,SEC00139,8/25/2025,8/27/2025,945,389.77,368332.65,Settled,MXN
TRX0001321,6718910369,SEC00002,11/23/2024,11/25/2024,954,465.16,443762.64,Settled,ZAR
TRX0001322,5916093274,SEC00133,2/18/2025,,1939,232.39,450604.21,Settled,CAD
TRX0001323,9420341057,SEC00159,4/25/2025,4/27/2025,2058,163.52,336524.16,Settled,CLP
TRX0001324,5384839942,SEC00030,10/17/2024,10/19/2024,205,101.4,20787,Settled,ARS
TRX0001325,9491210062,SEC00143,11/4/2024,11/6/2024,1963,177.97,349355.11,Settled,GBP
TRX0001326,8610432053,SEC00134,11/10/2024,11/12/2024,2512,134.56,338014.72,Settled,CLP
TRX0001327,5533580292,SEC00110,6/21/2025,6/23/2025,2968,363.93,1080144.24,Failed,JPY
TRX0001328,5300945546,SEC00053,1/11/2025,,157,74.73,11732.61,Settled,CAD
TRX0001329,4985773553,SEC00135,9/5/2025,9/7/2025,1924,392.94,756016.56,Settled,AED
TRX0001330,5168815280,SEC00003,8/14/2025,8/16/2025,4662,475.37,2216174.94,Settled,AUD
TRX0001331,4009850939,SEC00125,5/5/2025,5/7/2025,4639,179.3,831772.7,Settled,ZAR
TRX0001332,6181663846,SEC00149,7/5/2025,7/7/2025,3290,366.1,1204469,Settled,ARS
TRX0001333,7895169156,SEC00163,7/11/2025,7/13/2025,231,78.62,18161.22,Settled,USD
TRX0001334,3187696082,SEC00001,10/29/2024,10/30/2024,800,369.64,295712,Settled,USD
TRX0001335,9482461287,SEC00010,8/28/2025,8/30/2025,1215,176.67,214654.05,Failed,EUR
TRX0001336,0545022332,SEC00007,3/27/2025,3/29/2025,320,287.66,92051.2,Pending,ZAR
TRX0001337,6618860954,SEC00179,6/11/2025,6/13/2025,4786,265.67,1271496.62,Settled,CLP
TRX0001338,8660368846,SEC00088,11/16/2024,11/18/2024,2166,32.7,70828.2,Settled,CLP
TRX0001339,0458697149,SEC00053,5/20/2025,5/22/2025,207,370.23,76637.61,Settled,EUR
TRX0001340,4486448117,SEC00124,10/2/2024,10/3/2024,717,71.56,51308.52,Settled,CAD
TRX0001341,2343829484,SEC00171,3/20/2025,3/22/2025,1858,32.4,60199.2,Settled,GBP
TRX0001342,8635572089,SEC00103,8/22/2025,8/24/2025,4563,65.02,296686.26,Pending,INR
TRX0001343,5410656411,SEC00081,11/27/2024,11/29/2024,2628,499.43,1312502.04,Settled,JPY
TRX0001344,3528536860,SEC00072,9/21/2024,9/23/2024,1976,183.71,363010.96,Settled,INR
TRX0001345,3849728537,SEC00131,7/31/2025,,3872,72.45,280526.4,Settled,CLP
TRX0001346,8560397578,SEC00165,2/9/2025,2/10/2025,2505,331.96,831559.8,Failed,AUD
TRX0001347,3187696082,SEC00146,7/14/2025,7/15/2025,1617,126,203742,Failed,USD
TRX0001348,5410656411,SEC00126,1/3/2025,1/5/2025,1531,128.2,196274.2,Settled,JPY
TRX0001349,3849728537,SEC00082,3/15/2025,3/17/2025,2333,437.57,1020850.81,Settled,CLP
TRX0001350,3114464700,SEC00092,1/22/2025,1/24/2025,2383,393.2,936995.6,Settled,CLP
TRX0001351,8893931311,SEC00087,10/18/2024,10/20/2024,438,164.23,71932.74,Settled,GBP
TRX0001352,5798750072,SEC00019,10/22/2024,,3104,97.18,301646.72,Failed,USD
TRX0001353,0262195478,SEC00075,11/4/2024,11/6/2024,3167,125.53,397553.51,Settled,CAD
TRX0001354,3518801882,SEC00135,2/15/2025,2/17/2025,263,457.71,120377.73,Failed,GBP
TRX0001355,0418881727,SEC00040,1/1/2025,1/3/2025,660,405.47,267610.2,Settled,AUD
TRX0001356,6496696399,SEC00041,1/15/2025,1/16/2025,4072,174.03,708650.16,Settled,USD
TRX0001357,6992591729,SEC00123,7/15/2025,7/16/2025,2266,303.73,688252.18,Settled,USD
TRX0001358,3665631557,SEC00111,1/24/2025,1/26/2025,461,275.26,126894.86,Settled,COP
TRX0001359,2635454737,SEC00044,4/18/2025,4/20/2025,205,145.73,29874.65,Settled,CAD
TRX0001360,3029967115,SEC00151,5/28/2025,5/30/2025,3108,227.94,708437.52,Pending,CAD
TRX0001361,4493797887,SEC00065,9/1/2025,9/3/2025,322,88.87,28616.14,Settled,EUR
TRX0001362,2186894135,SEC00098,12/24/2024,12/26/2024,4395,167.11,734448.45,Settled,AED
TRX0001363,0321230713,SEC00129,12/27/2024,,747,182.56,136372.32,Pending,BRL
TRX0001364,4577382571,SEC00024,12/18/2024,,874,124.31,108646.94,Settled,MXN
TRX0001365,6718910369,SEC00001,7/26/2025,7/28/2025,781,439.74,343436.94,Settled,ZAR
TRX0001366,9482461287,SEC00010,7/5/2025,7/7/2025,94,431.5,40561,Settled,EUR
TRX0001367,8186619211,SEC00148,9/13/2024,,641,338.69,217100.29,Settled,INR
TRX0001368,8611757453,SEC00111,6/2/2025,6/4/2025,3760,192.9,725304,Settled,COP
TRX0001369,4486536641,SEC00065,5/31/2025,6/1/2025,2242,284.76,638431.92,Settled,CLP
TRX0001370,5116697037,SEC00165,12/28/2024,12/30/2024,4705,213.94,1006587.7,Settled,SGD
TRX0001371,4624609055,SEC00180,6/27/2025,6/29/2025,2874,285.35,820095.9,Settled,EUR
TRX0001372,9191921473,SEC00146,5/1/2025,,171,287.66,49189.86,Settled,CLP
TRX0001373,2607714195,SEC00066,3/4/2025,3/6/2025,2055,448.74,922160.7,Settled,COP
TRX0001374,8072358343,SEC00067,8/10/2025,8/12/2025,2149,29.72,63868.28,Settled,AUD
TRX0001375,9673413748,SEC00180,4/18/2025,4/20/2025,1470,24.52,36044.4,Pending,CAD
TRX0001376,1152022431,SEC00035,5/29/2025,5/31/2025,4624,313.94,1451658.56,Settled,AUD
TRX0001377,1788866676,SEC00036,12/3/2024,12/5/2024,420,303.19,127339.8,Settled,SGD
TRX0001378,0811786170,SEC00132,4/30/2025,5/2/2025,2215,321.18,711413.7,Settled,CLP
TRX0001379,10699606,SEC00099,8/16/2025,8/18/2025,52,367.69,19119.88,Settled,EUR
TRX0001380,9167007335,SEC00056,10/11/2024,10/13/2024,295,211.22,62309.9,Settled,SGD
TRX0001381,8561035185,SEC00166,9/2/2025,9/4/2025,2104,57.5,120980,Pending,JPY
TRX0001382,8796751217,SEC00088,3/18/2025,3/19/2025,1313,25.01,32838.13,Settled,JPY
TRX0001383,5786869262,SEC00126,2/1/2025,2/2/2025,3152,188.4,593836.8,Failed,AUD
TRX0001384,5116697037,SEC00039,12/4/2024,12/6/2024,4120,217.87,897624.4,Settled,SGD
TRX0001385,2403927449,SEC00156,11/17/2024,11/18/2024,656,295.8,194044.8,Settled,COP
TRX0001386,4287142271,SEC00167,1/21/2025,1/23/2025,4803,456.02,2190264.06,Settled,ARS
TRX0001387,0535027729,SEC00148,11/8/2024,11/9/2024,667,209.85,139969.95,Settled,GBP
